id,country,city,currency,start_date,length,perc_complete,ribbon_cutting_time,end_yr,end_month,end_day,stations,cost
831,PL,Drogomyśl,PLN,9/23/2001,3096.496,10.62,NULL,2008,7,7,60,20477855
832,ID,Klapagada,IDR,6/22/2020,12164.7,92.21,2000-01-14 11:41:32 UTC,1999,11,30,82,13810932
833,DO,Pimentel,DOP,12/13/2016,11424.91,45.49,NULL,2009,7,6,21,10820691
834,ID,Gawanan,IDR,10/28/2009,10228.083,27.08,NULL,2004,7,25,54,68845179
835,PH,Concordia,PHP,10/23/2024,304.767,30,NULL,1999,1,7,9,19397532
836,ID,Banarankrajan,IDR,1/10/2020,8031.418,42.51,NULL,2010,6,29,73,40263857
837,SA,Khamis Mushait,SAR,3/12/1998,11096.385,78.23,NULL,2017,3,19,73,88595033
838,BF,Kombissiri,XOF,9/9/2001,8836.622,9.35,NULL,2011,9,27,52,41803530
839,UZ,Beruniy,UZS,9/29/1983,7998.549,69.63,NULL,1988,12,9,25,86341852
840,DO,Otra Banda,DOP,1/23/1994,3273.529,33.78,NULL,1984,4,22,64,75839574
841,PH,Beddeng,PHP,2/14/1994,10036.214,55.51,NULL,1991,7,10,14,12060875
842,PH,Alimono,PHP,7/24/2012,4195.839,60.49,NULL,2021,9,18,16,22445174
843,RU,Novyye Gorki,RUB,10/31/2014,11786.86,50.37,NULL,2001,4,26,57,25437769
844,UZ,Kyzyldzhar,UZS,5/12/2016,7875.466,32.26,NULL,1986,3,4,19,15201590
845,RU,Vyborg,RUB,10/20/2002,6211.246,41.43,NULL,2016,3,31,34,10006152
846,PT,Monção,EUR,12/10/2015,1422.358,60.64,NULL,2028,3,18,60,56569490
847,FR,Saint-Louis,EUR,3/14/2010,11720.811,92.76,2021-08-17 21:38:57 UTC,2021,7,3,66,69508514
848,US,Waco,USD,5/15/2018,11547.151,69.87,NULL,1984,7,5,57,69111772
849,CZ,Podivín,CZK,12/21/2000,4110.795,82.11,NULL,2000,12,22,70,80535012
850,RU,Novokhopërsk,RUB,1/11/1987,10901.646,44.59,NULL,1988,4,4,15,71104128
851,RU,Skhodnya,RUB,11/5/2001,10740.924,4.66,NULL,2018,1,29,118,74630082
852,PL,Pleszew,PLN,9/29/2020,6459.01,2.1,NULL,1998,1,26,44,16902683
853,ID,Waiwejak,IDR,8/14/1986,3093.95,44.24,NULL,2013,7,9,118,58187033
854,PT,Rio de Moinhos,EUR,11/17/2000,10696.765,24.01,NULL,2009,8,21,103,41177959
855,CN,Renfengzhuang,CNY,12/21/2025,6637.518,49.71,NULL,1999,6,29,80,88282814
856,UA,Krasne,UAH,3/23/1998,6409.928,68.2,NULL,2019,5,10,89,76144558
857,CN,Dongshandi,CNY,7/14/2015,7463.237,11.84,NULL,2017,8,26,7,7026560
858,CN,Weishui,CNY,12/15/1987,296.729,9.5,NULL,2001,12,12,21,65547538
859,CN,Dongyang,CNY,8/7/2011,11236.282,11.68,NULL,2019,5,4,55,68789041
860,ID,Kota Trieng,IDR,12/26/1984,6378.765,28.93,NULL,2000,6,23,104,47886466
861,CN,Liushikou,CNY,8/13/2025,6748.329,22.98,NULL,1989,3,16,75,54122304
862,ID,Cipicung,IDR,12/23/2007,9913.529,73.25,NULL,1989,12,5,106,35024240
863,RU,Medvedok,RUB,6/22/2022,9865.04,32.03,NULL,2025,12,26,20,35675250
864,PH,Umabay,PHP,3/28/1989,4099.931,23.6,NULL,2028,6,19,115,9882825
865,CZ,Sudoměřice,CZK,8/17/2009,11604.271,36.14,NULL,2019,10,29,59,41384357
866,MX,Guadalupe,MXN,3/26/2021,531.856,0.11,NULL,2022,4,4,6,60057949
867,CN,Baoshi,CNY,3/6/2020,4313.469,26.99,NULL,2005,12,10,42,72858392
868,CN,Nanguzhuang,CNY,7/24/1988,1080.019,74.52,NULL,2021,7,22,111,35836095
869,MG,Ambositra,MGA,7/2/2019,7964.296,3.39,NULL,2005,3,2,48,50124549
870,UY,La Paz,UYU,10/15/2014,6392.701,90.85,2009-06-08 16:12:26 UTC,2009,4,24,81,51723287
871,CO,Ariguaní,COP,1/30/1985,8832.176,13.67,NULL,2025,10,14,113,78782720
872,XK,Gjilan,EUR,1/15/2022,1562.202,92.69,1995-03-24 08:32:04 UTC,1995,2,7,111,945414
873,BO,Oruro,BOB,9/13/2003,6025.679,60.79,NULL,2022,2,20,100,46802265
874,NG,Agbor,NGN,7/6/1998,11569.173,54.45,NULL,2014,3,3,41,78168156
875,JP,Tochio-honchō,JPY,6/22/2015,1719.187,63.48,NULL,1985,8,28,20,11305048
876,JP,Tokorozawa,JPY,6/18/2007,10047.586,8.49,NULL,2005,8,28,100,79917599
877,US,Joliet,USD,8/16/1996,108.531,90.93,2022-03-12 07:49:56 UTC,2022,1,26,62,23934159
878,CA,Lac-Brome,CAD,5/6/2013,5742.32,70.55,NULL,2028,4,24,74,26758621
879,JP,Sukumo,JPY,9/1/1987,8547.682,20.91,NULL,1998,9,9,67,65969289
880,CR,Guápiles,CRC,2/15/2000,9427.828,40.17,NULL,2015,2,16,30,42021191
881,CN,Longquan,CNY,6/11/2007,8981.184,74.56,NULL,2017,1,21,70,14980792
882,PL,Żoliborz,PLN,2/2/2007,3875.702,94.9,2027-10-24 22:27:14 UTC,2027,9,9,48,81243241
883,ML,Ké-Macina,XOF,7/25/2020,469.113,19.36,NULL,2008,11,1,92,12931271
884,CN,Xia Zanggor,CNY,8/28/1993,11667.363,43.47,NULL,2008,2,28,25,2141513
885,BA,Balatun,BAM,3/16/2006,4584.191,99.21,2005-10-07 12:36:42 UTC,2005,8,23,87,6769228
886,BR,Macaíba,BRL,10/14/1984,4398.618,4.07,NULL,2011,9,25,86,86395663
887,MY,Kuala Lumpur,MYR,6/3/2005,2465.884,99.04,2012-06-30 04:01:30 UTC,2012,5,16,88,12248470
888,CA,Kirkland Lake,CAD,10/15/1986,4193.753,72.32,NULL,2011,11,2,107,2396838
889,CO,Mogotes,COP,10/4/2008,11855.16,19.55,NULL,2007,2,28,14,52053991
890,CN,Tianhe,CNY,8/3/2007,5152.46,25.59,NULL,1999,5,28,82,8615574
891,JO,Zarqa,JOD,6/19/2002,547.596,43.01,NULL,2007,2,16,26,8414612
892,CZ,Heřmanova Huť,CZK,5/12/2010,3956.67,7.6,NULL,2022,5,31,89,39805970
893,ID,Cungkal,IDR,10/23/2012,10414.925,8.89,NULL,2027,1,20,21,13056761
894,KH,Sisŏphŏn,KHR,12/14/2022,3431.426,1.71,NULL,1999,4,11,84,83107689
895,MY,Ipoh,MYR,5/30/2023,9772.775,26.75,NULL,2019,9,6,3,80499839
896,ZW,Dorowa Mining Lease,ZWL,9/24/1992,7730.611,18.11,NULL,2006,3,3,92,37014950
897,PL,Popielów,PLN,11/13/2023,2090.704,50.29,NULL,1991,10,5,74,22943593
898,ET,Wendo,ETB,9/7/2003,6647.517,60.82,NULL,2006,7,19,42,46481819
899,RU,Khvalynsk,RUB,9/6/2008,7456.463,76.22,NULL,2016,10,13,95,45780936
900,RU,Borovichi,RUB,11/8/2016,2602.931,24.91,NULL,2005,3,1,90,32971385
901,SE,Enköping,SEK,3/11/2014,7159.808,15.73,NULL,2022,9,17,5,56147181
902,FR,Gap,EUR,8/28/2019,2080.875,72.64,NULL,1990,5,19,70,77400821
903,PH,Prosperidad,PHP,4/10/1993,9229.403,23.52,NULL,2023,10,23,66,69879036
904,SI,Dornava,EUR,6/1/2004,2531.376,30.48,NULL,1998,3,9,71,74224366
905,PE,Lampa,PEN,5/20/1992,2204.92,8.33,NULL,2002,9,12,100,35605231
906,TN,Ben Arous,TND,3/21/2010,11289.92,69.84,NULL,1997,6,10,94,62054039
907,CZ,Těšetice,CZK,4/15/2022,9555.874,54.84,NULL,1984,3,26,103,62210077
908,BG,Tvŭrditsa,BGN,12/17/2021,1903.306,42.34,NULL,2018,8,24,88,37115368
909,PE,Jilili,PEN,1/28/1989,5872.512,99.79,1990-11-22 10:01:00 UTC,1990,10,8,115,75562330
910,RU,Chuguyevka,RUB,11/27/2016,8294.08,17.54,NULL,2026,9,15,66,37909990
911,CN,Daweishan,CNY,9/17/2006,11751.496,53.56,NULL,2021,9,27,10,40875280
912,VN,Buôn Ma Thuột,VND,8/1/2003,4326.234,33.27,NULL,1996,2,3,68,41330306
913,ZA,Winburg,ZAR,5/30/1982,8985.164,70.75,NULL,2000,11,24,2,89146232
914,MK,Неготино,MKD,9/17/2015,8080.735,30.85,NULL,1988,12,12,3,87659863
915,US,Los Angeles,USD,9/29/2023,7361.885,77.21,NULL,2000,7,19,29,68194058
916,PS,Masḩah,ILS,2/9/2019,2483.367,29.87,NULL,1998,10,23,14,27317416
917,TH,Kaeng Khoi,THB,6/2/2023,7093.648,73.25,NULL,2024,2,17,104,5731030
918,JP,Uozu,JPY,3/22/1990,4554.452,57.41,NULL,1997,10,11,65,11584796
919,AR,El Colorado,ARS,2/1/2017,951.983,47.03,NULL,2001,5,1,77,85840093
920,RU,Murom,RUB,1/17/2006,2964.1,14.36,NULL,2019,5,22,69,55512119
921,CN,Baiyashi,CNY,7/23/1992,7967.296,26.11,NULL,2026,5,21,15,14725920
922,ID,Klau,IDR,11/25/2020,6992.034,31,NULL,2004,4,14,11,19718588
923,RU,Popovo,RUB,11/10/1996,7726.65,46.77,NULL,1998,2,4,81,34441575
924,ID,Lembur Tengah,IDR,8/26/2022,8841.638,71.76,NULL,1999,1,29,17,6969557
925,SL,Baiima,SLL,10/18/1997,3256.95,90.71,2017-09-18 06:35:46 UTC,2017,8,4,97,4186718
926,PT,Figueira,EUR,5/26/2005,5694.657,58.23,NULL,2014,2,22,19,74812445
927,ID,Negararatu,IDR,1/27/2015,10499.249,11.76,NULL,1995,10,31,29,71166124
928,ID,Paciran,IDR,1/3/1985,3197.781,53.9,NULL,2029,9,5,11,38775704
929,BR,Olinda,BRL,5/9/2010,10089.222,53.47,NULL,2002,7,15,3,56879845
930,JP,Chino,JPY,9/5/2006,1112.631,4.76,NULL,2017,8,3,82,33530169
931,PL,Wiązownica,PLN,7/6/2018,6352.461,78.95,NULL,1991,6,4,76,16159647
932,ID,Karangpeton,IDR,4/25/1996,1422.456,1.58,NULL,2022,12,29,59,88146609
933,MN,Hüremt,MNT,2/24/1986,3042.745,0.34,NULL,1988,6,14,98,30414018
934,CZ,Lochovice,CZK,2/20/2020,2962.657,47.5,NULL,2000,6,4,104,11308825
935,ID,Kuncen,IDR,6/28/1991,2433.714,69.67,NULL,2003,3,31,36,83465854
936,SI,Zabukovica,EUR,11/27/2000,6883.362,46.3,NULL,2007,1,1,28,43946707
937,PS,Ūdalah,ILS,4/13/2003,6284.255,30.98,NULL,2024,7,18,55,74890171
938,JP,Mitsuke,JPY,2/11/2020,7138.834,89.5,2000-03-27 08:06:38 UTC,2000,2,11,96,3382841
939,CN,Yujiawu,CNY,7/23/1998,2719.119,66.74,NULL,2016,8,5,74,20242184
940,BW,Lokwabe,BWP,10/6/1988,11122.822,17.24,NULL,2010,6,2,43,12579215
941,PT,Alvalade,EUR,7/5/1994,4415.036,67.98,NULL,1984,4,22,117,28494794
942,RU,Gur’yevsk,RUB,11/2/1993,1918.917,59.44,NULL,2020,2,7,99,56327653
943,SE,Karlskoga,SEK,5/2/1995,11522.801,37.24,NULL,2009,12,4,26,46313768
944,ID,Cibinong,IDR,5/31/1995,8515.412,45.18,NULL,1988,8,7,109,88005369
945,EG,Al Ḩāmūl,EGP,7/29/1984,12039.314,77.06,NULL,1996,9,8,96,75769136
946,CN,Shizong,CNY,7/18/1986,3912.392,92.12,1998-09-26 14:23:59 UTC,1998,8,12,106,60757734
947,UA,Soledar,UAH,1/25/2021,351.134,46.03,NULL,1987,1,15,108,58808422
948,CZ,Hostouň,CZK,11/19/1994,1083.428,80.06,NULL,1990,10,8,24,86682725
949,DE,Berlin,EUR,12/2/2008,9985.978,32.23,NULL,2016,4,18,105,81046943
950,TZ,Singida,TZS,8/1/1999,9360.845,19.68,NULL,2027,6,26,80,25691495
951,BR,Diamantino,BRL,7/28/1986,1624.07,77.72,NULL,2025,8,14,72,68344163
952,ID,Kadugadung,IDR,2/3/2005,4130.926,48.29,NULL,2011,12,14,70,14246393
953,PL,Parczew,PLN,11/16/1994,6676.205,99.91,2014-10-07 17:10:03 UTC,2014,8,23,110,36216983
954,CN,Jiazi,CNY,11/14/1982,2165.086,47.53,NULL,2001,5,21,99,67585080
955,MY,Melaka,MYR,1/27/2007,3917.621,10.26,NULL,2002,4,12,90,9841476
956,GR,Akriní,EUR,7/26/2017,3705.792,98.41,2002-10-26 19:47:07 UTC,2002,9,11,107,77532468
957,PL,Strawczyn,PLN,3/4/1992,1051.48,46.35,NULL,1988,3,2,83,55291917
958,BO,Camatindi,BOB,4/18/2011,1416.77,87.96,2004-04-24 03:10:17 UTC,2004,3,10,58,25755793
959,HR,Petrijevci,HRK,4/12/2018,11638.744,36.74,NULL,2000,3,13,48,12136244
960,HR,Lužani,HRK,2/18/2009,5316.9,51.65,NULL,2010,9,27,36,71157838
961,PK,Mīrwāh Gorchani,PKR,6/6/2021,3330.021,63.11,NULL,2010,3,26,21,46411199
962,PH,Aurora,PHP,12/5/2023,9696.249,57.06,NULL,2024,10,12,85,68990356
963,US,Ocala,USD,6/24/1994,10772.45,34.26,NULL,2006,11,14,67,40003571
964,ID,Lahat,IDR,2/20/1999,5483.124,31.85,NULL,1996,2,26,106,12322597
965,CN,Jiangwan,CNY,12/10/2016,287.676,36.46,NULL,2022,9,3,28,70266905
966,GB,East End,GBP,8/4/1997,8012.528,16.84,NULL,1991,5,9,101,35455242
967,BR,Sapucaia,BRL,9/5/1989,859.641,41,NULL,1988,11,22,18,64351974
968,PS,Yāsūf,ILS,11/7/1985,9798.631,96,1988-07-25 00:50:04 UTC,1988,6,10,79,71891595
969,RU,Miskindzha,RUB,5/31/2003,10508.219,94.85,2028-06-16 05:40:21 UTC,2028,5,2,91,63847547
970,PH,Loay,PHP,10/13/2015,5710.745,78.58,NULL,2016,9,4,27,87358699
971,FR,Arras,EUR,12/25/2017,9767.762,80.74,NULL,2001,4,19,66,13700129
972,CA,Smiths Falls,CAD,8/27/2012,3148.234,23.98,NULL,2021,11,11,97,4741288
973,ID,Cipanggung,IDR,9/12/2007,6622.01,66.97,NULL,1987,11,18,84,41922826
974,NG,Yola,NGN,1/18/2008,1007.004,47.36,NULL,2001,5,8,34,80248758
975,PL,Okocim,PLN,11/2/2009,3488.289,24.16,NULL,1996,8,20,67,78744341
976,PH,Biñan,PHP,3/18/2007,2566.451,71.58,NULL,1984,10,23,8,20211146
977,BR,Salgado,BRL,7/12/2009,4150.392,54.13,NULL,2020,10,16,29,26998075
978,YE,Qaryat al Qābil,YER,10/25/2021,3503.678,79.16,NULL,1990,3,29,76,26299804
979,LV,Daugavgrīva,EUR,8/9/1994,1010.176,12.09,NULL,2003,2,28,45,66614328
980,BY,Minsk,BYR,11/7/1990,7765.053,80.98,NULL,1995,8,30,34,11908600
981,MY,Kuala Lumpur,MYR,10/12/1994,9749.983,60.66,NULL,2020,10,18,106,53151845
982,NL,Brunssum,EUR,7/11/2014,7708.955,51.96,NULL,1987,2,3,13,547583
983,KZ,Baykonyr,KZT,11/26/1998,9719.904,25.18,NULL,1987,3,15,37,86694897
984,PH,Danao,PHP,9/1/2024,7589.11,25.63,NULL,2025,3,7,41,67594658
985,IR,Farīmān,IRR,8/3/1997,963.109,57.22,NULL,2019,9,26,42,28085482
986,CR,San Francisco,CRC,10/14/2021,11017.107,47.63,NULL,2002,2,23,15,28984552
987,NP,Kathmandu,NPR,2/6/2017,4999.294,17.76,NULL,2011,8,22,111,89795383
988,MM,Nay Pyi Taw,MMK,9/22/1992,1260.25,38.12,NULL,1985,2,6,15,77010993
989,NL,Schiedam postbusnummers,EUR,5/5/1991,1314.739,91.09,2007-08-05 08:55:36 UTC,2007,6,21,33,86349599
990,PH,Tayug,PHP,1/12/2013,3031.848,0.69,NULL,1989,9,3,3,11238348
991,ID,Bakan,IDR,6/3/1984,11390.636,14.82,NULL,1990,3,31,59,45179576
992,AM,Lerrnanist,AMD,1/25/2005,2713.296,42.34,NULL,2002,5,2,95,77065730
993,PE,Longuita,PEN,11/20/1985,501.887,85.68,2002-04-20 12:53:12 UTC,2002,3,6,45,34640399
994,CN,Zhonghouhe,CNY,1/20/1997,2473.566,71.87,NULL,1992,6,1,35,58904465
995,AM,Aygek,AMD,4/15/2009,1422.315,16.58,NULL,2009,4,6,5,19123942
996,SY,Barrī ash Sharqī,SYP,5/30/2017,9655.432,28.6,NULL,2014,12,9,119,70466958
997,CN,Beiping,CNY,9/1/1994,4191.393,44.73,NULL,2005,1,12,7,62898002
998,PT,Serra da Boa Viagem,EUR,5/7/1997,232.908,16.58,NULL,1997,6,29,44,6257968
999,PH,Luzon,PHP,4/15/2016,10551.925,86.93,2018-03-08 20:59:59 UTC,2018,1,22,58,70697039
1000,RU,Kayasula,RUB,3/6/2004,10465.857,68.87,NULL,2011,6,8,48,13762180
